user_id,age,lead_status_score,payment_history_good,time_spent_min,pages_viewed,emails_sent,follow_up_emails,email_intensity,form_submissions,downloads,ctr_product_page,response_time_hours,social_media_engagement,engagement_score,is_mobile,is_tablet,is_desktop,is_organic_lead,is_email_lead,is_referral_lead,is_social_lead,converted_to_paid
6246,27,2,1,48,4,9,2,11,1,3,0.4,15,32,97,0,0,1,0,0,1,0,0
6247,31,1,1,19,8,6,9,15,0,1,0.6,1,164,201,1,0,0,0,0,0,1,0
6248,57,0,1,31,5,2,2,4,4,0,0.3,21,98,151,1,0,0,1,0,0,0,0
6249,54,0,0,44,4,6,4,10,0,2,0.3,9,126,182,0,0,1,0,0,0,1,0
6250,28,2,0,10,7,5,2,7,0,2,0.4,8,109,137,1,0,0,0,0,1,0,0
6251,45,2,0,28,2,1,4,5,2,3,0.4,24,124,168,1,0,0,0,0,0,1,0
6252,46,1,0,26,12,2,9,11,3,3,0.2,11,33,98,0,0,1,0,0,0,1,0
6253,40,1,0,22,5,8,4,12,0,1,0.6,24,89,123,0,0,1,1,0,0,0,0
6254,48,1,1,57,10,7,5,12,1,3,0.5,15,125,211,0,0,1,0,0,0,1,0
6255,21,1,1,14,15,10,8,18,5,2,0.5,23,63,126,0,1,0,1,0,0,0,0
6256,31,1,0,54,8,9,10,19,5,1,0.5,13,134,221,1,0,0,1,0,0,0,0
6257,49,1,1,32,10,3,8,11,1,3,0.3,15,172,233,0,1,0,0,0,1,0,0
6258,57,1,1,8,12,7,2,9,0,2,0.4,16,118,154,0,0,1,1,0,0,0,0
6259,32,1,0,15,4,6,9,15,5,1,0.5,2,89,129,0,0,1,0,0,1,0,0
6260,49,2,0,32,9,4,10,14,2,0,0.2,18,132,188,0,0,1,0,1,0,0,0
6261,25,2,1,36,8,3,9,12,5,1,0.2,4,34,103,1,0,0,0,1,0,0,0
6262,36,1,1,30,2,4,0,4,3,1,0.3,10,150,195,0,0,1,0,1,0,0,0
6263,40,1,1,45,11,9,1,10,1,2,0.5,11,49,123,0,1,0,1,0,0,0,0
6264,30,1,0,48,5,8,5,13,1,1,0.5,21,146,209,0,1,0,0,0,0,1,0
6265,27,1,1,9,14,1,4,5,3,3,0.7,13,91,143,0,1,0,0,0,0,1,0
6266,25,1,1,26,11,9,3,12,4,1,0.7,6,128,190,1,0,0,1,0,0,0,0
6267,27,0,1,10,10,5,6,11,0,1,0.3,19,145,177,0,1,0,1,0,0,0,0
6268,48,0,0,40,15,9,6,15,4,0,0.4,23,193,275,0,1,0,0,0,1,0,0
6269,60,2,0,47,15,6,1,7,3,0,0.2,16,31,117,0,1,0,0,0,0,1,0
6270,43,0,0,9,14,6,8,14,4,1,0.5,6,181,232,0,1,0,1,0,0,0,0
6271,25,2,0,42,2,5,0,5,1,2,0.1,10,154,207,1,0,0,0,0,1,0,0
6272,53,0,1,20,5,10,0,10,3,2,0.4,10,59,102,0,1,0,0,1,0,0,0
6273,44,2,1,20,6,9,1,10,0,0,0.2,24,170,202,0,1,0,1,0,0,0,0
6274,52,2,0,10,11,1,7,8,1,0,0.4,19,142,177,0,1,0,0,0,0,1,0
6275,59,2,1,47,10,0,0,0,0,0,0.5,11,103,170,1,0,0,1,0,0,0,0
6276,30,1,1,8,7,0,1,1,2,2,0.1,4,47,79,0,0,1,1,0,0,0,0
6277,44,0,1,22,14,9,7,16,4,2,0.6,6,115,181,0,0,1,0,0,0,1,0
6278,55,1,1,19,4,3,0,3,0,0,0.5,4,36,63,1,0,0,0,0,1,0,0
6279,44,2,1,56,2,1,3,4,0,0,0.6,22,81,141,1,0,0,0,1,0,0,0
6280,22,1,1,59,7,10,4,14,3,3,0.6,17,104,192,1,0,0,0,0,0,1,0
6281,30,1,1,21,9,10,1,11,1,3,0.2,4,49,97,1,0,0,0,1,0,0,0
6282,41,0,1,34,5,3,7,10,1,3,0.6,15,185,238,0,1,0,0,0,1,0,0
6283,56,2,1,22,8,9,10,19,0,2,0.5,21,20,62,0,0,1,1,0,0,0,0
6284,29,1,0,29,6,0,7,7,1,3,0.6,23,112,162,1,0,0,0,0,0,1,0
6285,30,0,0,25,9,9,10,19,4,0,0.5,21,118,173,1,0,0,0,0,0,1,0
6286,29,2,0,44,9,5,9,14,1,0,0.5,20,110,175,0,1,0,0,0,1,0,0
6287,31,0,0,10,14,1,7,8,5,3,0.8,5,188,247,0,0,1,0,1,0,0,0
6288,23,0,0,60,3,2,5,7,2,3,0.7,23,165,243,1,0,0,0,0,0,1,0
6289,46,0,0,18,7,5,9,14,2,0,0.2,21,74,112,0,1,0,1,0,0,0,0
6290,39,2,0,10,2,2,0,2,0,3,0.5,23,195,215,0,0,1,0,1,0,0,0
6291,39,0,0,31,4,8,4,12,2,0,0.5,18,96,141,0,0,1,0,0,0,1,0
6292,48,2,1,56,14,6,9,15,1,0,0.6,14,131,218,0,0,1,0,0,0,1,0
6293,38,2,1,17,9,2,9,11,5,1,0.6,22,91,143,0,1,0,1,0,0,0,0
6294,60,1,0,37,5,0,1,1,5,0,0.3,11,141,203,0,1,0,0,0,0,1,0
6295,31,1,1,59,4,2,9,11,2,0,0.4,9,41,114,1,0,0,0,0,1,0,0
6296,27,2,0,10,15,1,3,4,0,1,0.2,16,50,92,1,0,0,0,0,1,0,0
6297,28,0,1,16,4,2,8,10,0,1,0.3,19,28,54,0,1,0,1,0,0,0,0
6298,32,2,0,59,4,2,10,12,4,0,0.6,8,149,228,0,0,1,0,0,0,1,0
6299,20,1,0,40,6,9,8,17,3,0,0.4,15,97,158,1,0,0,0,0,1,0,0
6300,59,2,1,47,5,0,3,3,4,1,0.6,5,142,213,0,0,1,0,0,0,1,0
6301,36,0,0,39,2,7,5,12,5,1,0.4,20,138,198,1,0,0,0,1,0,0,0
6302,20,0,1,31,13,0,10,10,1,2,0.3,1,40,104,1,0,0,0,1,0,0,0
6303,49,1,0,9,11,8,9,17,2,2,0.4,24,131,172,1,0,0,0,0,0,1,0
6304,51,1,0,54,15,5,4,9,3,0,0.6,16,42,135,1,0,0,0,1,0,0,0
6305,51,2,1,22,6,6,0,6,1,2,0.5,11,81,122,1,0,0,0,1,0,0,0
6306,54,0,0,57,7,1,5,6,4,1,0.2,23,75,160,0,0,1,0,0,1,0,0
6307,20,1,1,42,10,3,4,7,0,0,0.2,10,111,173,1,0,0,1,0,0,0,0
6308,58,0,1,39,3,10,7,17,5,3,0.7,5,116,182,0,0,1,0,0,0,1,0
6309,51,0,0,5,2,5,8,13,2,1,0.3,19,135,152,0,0,1,0,1,0,0,0
6310,35,1,1,42,14,3,10,13,2,1,0.1,17,55,133,0,0,1,0,0,0,1,0
6311,33,2,1,14,10,1,9,10,1,0,0.5,14,75,112,0,0,1,0,0,0,1,0
6312,57,2,0,24,15,7,8,15,4,0,0.4,1,142,208,0,1,0,0,1,0,0,0
6313,50,2,1,40,7,2,1,3,1,1,0.1,14,187,246,0,0,1,0,0,0,1,0
6314,49,2,0,43,14,3,9,12,3,2,0.8,22,131,215,1,0,0,0,0,1,0,0
6315,46,0,1,38,15,9,10,19,2,3,0.6,17,120,200,1,0,0,0,0,0,1,0
6316,48,0,1,26,10,5,0,5,4,2,0.3,7,126,188,0,0,1,1,0,0,0,0
6317,25,2,0,58,7,7,10,17,3,1,0.4,12,24,107,1,0,0,1,0,0,0,0
6318,58,2,0,57,10,0,8,8,5,3,0.7,10,111,209,1,0,0,1,0,0,0,0
6319,58,1,1,21,4,1,5,6,1,3,0.4,17,191,229,1,0,0,0,0,1,0,0
6320,20,1,0,27,15,6,4,10,3,2,0.6,9,103,173,1,0,0,0,0,0,1,0
6321,35,1,1,36,7,4,6,10,4,1,0.1,19,91,155,0,1,0,0,0,0,1,0
6322,55,0,0,56,5,4,3,7,2,2,0.6,1,137,213,0,1,0,0,1,0,0,0
6323,37,2,1,24,11,0,9,9,5,2,0.3,2,75,140,1,0,0,1,0,0,0,0
6324,59,1,1,54,6,7,7,14,0,2,0.7,6,37,107,1,0,0,0,0,0,1,0
6325,60,2,0,41,9,2,3,5,4,1,0.4,2,31,104,0,1,0,0,0,0,1,0
6326,55,2,0,42,10,5,0,5,4,2,0.5,3,77,155,0,0,1,0,1,0,0,0
6327,33,0,1,40,10,2,10,12,3,1,0.4,20,187,258,1,0,0,0,0,0,1,0
6328,23,2,0,44,3,8,1,9,2,3,0.6,8,66,128,0,0,1,0,0,1,0,0
6329,31,2,1,22,10,10,5,15,2,1,0.1,24,107,157,1,0,0,0,0,0,1,0
6330,29,2,1,34,6,8,5,13,1,0,0.4,15,107,156,0,0,1,0,0,1,0,0
6331,23,2,0,52,9,2,8,10,3,1,0.1,17,181,262,0,0,1,0,0,0,1,0
6332,42,0,0,20,10,8,2,10,1,1,0.3,24,154,199,0,1,0,1,0,0,0,0
6333,22,0,0,40,6,10,7,17,1,0,0.7,13,167,222,0,0,1,0,1,0,0,0
6334,29,1,0,55,13,6,10,16,5,2,0.3,7,58,158,0,1,0,0,0,1,0,0
6335,22,0,1,37,11,0,10,10,3,3,0.1,15,63,137,0,0,1,0,0,0,1,0
6336,56,1,0,8,11,2,0,2,2,3,0.2,12,67,109,0,1,0,0,0,0,1,0
6337,58,1,0,47,5,5,1,6,5,3,0.5,8,180,258,0,0,1,0,0,1,0,0
6338,39,0,1,54,13,3,10,13,3,3,0.5,8,136,231,0,1,0,0,0,1,0,0
6339,41,1,1,16,8,5,6,11,4,3,0.4,18,150,200,0,1,0,0,0,0,1,0
6340,25,1,1,27,10,7,0,7,0,0,0.5,3,115,162,0,0,1,0,0,1,0,0
6341,23,2,1,24,13,7,4,11,0,1,0.2,3,26,78,0,1,0,0,0,1,0,0
6342,26,1,1,21,15,8,2,10,0,3,0.6,6,146,203,1,0,0,0,0,1,0,0
6343,46,0,1,22,10,1,3,4,5,3,0.8,1,143,206,1,0,0,0,0,1,0,0
6344,31,2,0,6,5,4,1,5,4,1,0.4,14,118,148,1,0,0,0,0,0,1,0
6345,30,1,1,39,14,6,10,16,1,0,0.7,4,65,135,0,1,0,0,1,0,0,0
6346,38,2,1,31,9,0,1,1,5,1,0.1,23,150,216,0,1,0,1,0,0,0,0
6347,59,1,0,44,8,3,3,6,3,3,0.4,11,153,228,0,1,0,0,0,0,1,0
6348,58,1,0,43,4,0,3,3,4,1,0.7,24,26,91,0,1,0,0,1,0,0,0
6349,56,0,1,10,15,8,2,10,5,2,0.2,6,157,216,1,0,0,0,0,1,0,0
6350,55,2,1,43,8,3,6,9,1,3,0.5,12,41,109,0,0,1,0,0,0,1,0
6351,31,1,1,35,15,9,2,11,5,2,0.5,20,119,203,0,0,1,0,0,1,0,0
6352,49,2,0,55,7,4,3,7,3,3,0.3,23,37,121,0,0,1,0,0,1,0,0
6353,57,2,1,56,12,7,3,10,2,2,0.6,13,124,214,1,0,0,0,1,0,0,0
6354,43,0,1,33,2,8,10,18,2,1,0.4,9,187,232,0,0,1,0,1,0,0,0
6355,22,0,1,59,14,9,7,16,1,2,0.1,13,182,276,1,0,0,0,0,1,0,0
6356,25,2,0,50,9,2,10,12,2,1,0.4,13,101,177,0,0,1,1,0,0,0,0
6357,39,1,0,58,8,7,0,7,0,2,0.4,2,69,147,0,1,0,0,0,1,0,0
6358,40,0,0,27,6,3,0,3,4,2,0.3,21,147,202,0,1,0,0,0,0,1,0
6359,43,1,0,28,11,7,10,17,2,2,0.7,7,67,127,0,1,0,0,0,0,1,0
6360,44,2,1,56,5,7,4,11,5,3,0.4,23,53,140,0,1,0,1,0,0,0,0
6361,24,0,1,47,11,4,5,9,3,1,0.6,21,29,109,0,1,0,0,1,0,0,0
6362,47,0,0,25,15,1,5,6,1,1,0.8,5,28,88,1,0,0,1,0,0,0,0
6363,55,0,0,29,9,0,7,7,3,1,0.3,4,193,251,1,0,0,0,0,0,1,0
6364,24,0,0,53,14,7,5,12,5,2,0.1,21,102,202,1,0,0,0,0,1,0,0
6365,38,1,0,35,13,6,9,15,4,0,0.2,23,126,199,0,1,0,0,0,1,0,0
6366,50,2,0,53,4,10,8,18,4,0,0.1,2,36,109,1,0,0,0,1,0,0,0
6367,28,0,0,35,14,3,0,3,4,2,0.3,16,122,201,1,0,0,0,0,0,1,0
6368,27,1,1,43,15,1,8,9,0,0,0.3,2,104,177,0,0,1,1,0,0,0,0
6369,37,2,1,21,5,0,6,6,2,0,0.5,8,134,171,0,1,0,1,0,0,0,0
6370,41,0,0,13,15,0,4,4,5,3,0.2,1,79,143,1,0,0,0,1,0,0,0
6371,53,2,1,6,11,8,7,15,4,0,0.5,23,108,148,0,0,1,1,0,0,0,0
6372,46,1,1,22,2,5,2,7,3,3,0.6,4,28,69,1,0,0,0,0,1,0,0
6373,53,1,0,41,4,4,0,4,3,1,0.4,6,200,260,0,0,1,0,0,1,0,0
6374,33,2,1,6,15,1,4,5,3,0,0.5,4,116,161,0,0,1,0,0,1,0,0
6375,33,1,1,42,9,7,8,15,5,3,0.6,18,166,247,1,0,0,0,0,1,0,0
6376,59,0,1,5,2,6,10,16,2,3,0.1,6,197,218,0,1,0,0,0,1,0,0
6377,23,2,0,57,14,8,4,12,3,0,0.5,5,165,259,0,1,0,0,0,0,1,0
6378,26,2,0,44,11,6,8,14,0,1,0.8,6,190,258,1,0,0,1,0,0,0,0
6379,56,1,1,28,13,9,0,9,4,1,0.8,10,153,221,1,0,0,1,0,0,0,0
6380,60,1,1,41,6,1,6,7,3,2,0.2,12,158,224,0,0,1,0,0,0,1,0
6381,53,1,0,23,10,9,9,18,2,0,0.6,17,108,157,0,0,1,0,0,0,1,0
6382,25,2,0,46,15,10,6,16,5,2,0.4,7,191,286,1,0,0,0,0,1,0,1
6383,50,0,0,23,13,8,2,10,2,1,0.6,3,24,81,1,0,0,0,0,1,0,0
6384,58,0,1,21,13,4,1,5,4,0,0.3,6,88,147,0,1,0,0,0,0,1,0
6385,38,2,0,24,7,10,6,16,3,2,0.4,14,72,123,1,0,0,0,0,0,1,0
6386,47,2,1,57,15,5,0,5,3,0,0.5,14,69,165,0,0,1,1,0,0,0,0
6387,58,1,0,55,15,9,7,16,4,3,0.3,8,56,159,0,0,1,0,1,0,0,0
6388,40,1,0,58,6,4,10,14,3,1,0.3,10,53,134,0,0,1,1,0,0,0,0
6389,36,0,0,8,13,5,6,11,2,2,0.2,2,113,157,0,1,0,0,0,0,1,0
6390,53,0,0,28,13,9,4,13,2,1,0.7,17,34,96,0,0,1,1,0,0,0,0
6391,56,2,1,32,7,7,6,13,3,1,0.6,9,38,95,0,1,0,0,1,0,0,0
6392,59,2,0,28,13,5,10,15,4,1,0.8,15,45,113,0,1,0,1,0,0,0,0
6393,42,0,0,28,6,2,2,4,2,0,0.6,8,38,84,0,0,1,0,1,0,0,0
6394,28,1,0,48,15,9,1,10,0,2,0.5,23,40,122,1,0,0,0,0,1,0,0
6395,59,0,1,27,3,7,2,9,4,2,0.4,16,70,119,1,0,0,0,0,1,0,0
6396,56,0,1,54,6,7,0,7,0,2,0.4,13,166,236,1,0,0,0,0,1,0,0
6397,51,1,1,9,11,1,6,7,3,2,0.1,8,188,232,0,0,1,0,0,1,0,0
6398,53,0,1,44,3,5,5,10,0,1,0.3,17,147,199,0,0,1,0,0,1,0,0
6399,60,1,0,36,3,0,0,0,0,2,0.3,17,154,200,1,0,0,0,0,1,0,0
6400,51,1,1,58,8,1,0,1,3,1,0.2,7,77,162,1,0,0,0,0,0,1,0
6401,51,1,0,12,10,7,4,11,4,3,0.4,18,157,207,0,0,1,0,0,0,1,0
6402,31,1,1,58,11,2,8,10,2,1,0.2,11,119,207,0,0,1,0,0,1,0,0
6403,59,2,0,36,14,7,3,10,5,0,0.4,6,29,108,0,1,0,0,1,0,0,0
6404,34,1,1,11,9,1,10,11,3,0,0.1,20,102,140,0,0,1,0,0,0,1,0
6405,38,1,0,39,8,7,3,10,2,2,0.3,17,82,147,0,1,0,0,0,1,0,0
6406,32,1,0,53,10,3,3,6,3,2,0.7,14,189,275,0,0,1,0,0,0,1,0
6407,20,2,0,13,13,0,9,9,4,1,0.3,11,86,139,0,0,1,1,0,0,0,0
6408,27,1,0,19,5,0,4,4,4,1,0.3,19,200,243,0,0,1,0,0,0,1,0
6409,21,1,1,52,2,6,6,12,4,2,0.6,7,93,165,0,0,1,0,1,0,0,0
6410,49,1,0,12,6,3,4,7,3,1,0.6,11,89,124,1,0,0,0,0,1,0,0
6411,60,2,1,17,2,8,5,13,1,0,0.8,8,114,138,0,1,0,0,0,1,0,0
6412,27,2,0,47,6,9,9,18,5,1,0.2,20,49,125,0,0,1,1,0,0,0,0
6413,33,1,1,6,12,3,5,8,0,2,0.6,23,77,111,1,0,0,0,0,0,1,0
6414,59,2,0,7,11,9,6,15,5,1,0.5,15,89,135,0,1,0,1,0,0,0,0
6415,46,2,0,36,7,5,8,13,2,3,0.5,16,51,113,0,1,0,0,0,1,0,0
6416,46,1,0,39,14,1,2,3,1,2,0.2,14,114,188,0,0,1,0,0,0,1,0
6417,22,1,0,60,13,4,4,8,2,0,0.1,14,185,277,1,0,0,0,1,0,0,0
6418,41,2,0,12,7,9,8,17,0,3,0.2,7,39,71,0,0,1,0,1,0,0,0
6419,42,1,0,52,15,3,7,10,2,0,0.5,11,96,184,0,0,1,1,0,0,0,0
6420,55,2,1,28,10,9,3,12,3,0,0.1,20,60,117,0,0,1,0,0,0,1,0
6421,60,2,1,49,5,9,0,9,4,0,0.6,22,193,264,0,0,1,0,0,0,1,0
6422,33,0,0,13,15,8,9,17,5,1,0.5,1,57,117,0,1,0,0,1,0,0,0
6423,20,1,0,36,3,7,0,7,0,0,0.4,21,155,197,0,1,0,0,0,0,1,0
6424,60,0,1,33,11,5,1,6,0,1,0.5,20,149,206,0,0,1,0,0,0,1,0
6425,32,2,0,47,4,3,1,4,4,1,0.5,12,115,184,0,1,0,0,0,0,1,0
6426,38,0,1,39,11,7,5,12,3,2,0.6,6,53,127,0,1,0,1,0,0,0,0
6427,36,1,1,57,4,2,3,5,0,3,0.7,6,150,221,0,1,0,1,0,0,0,0
6428,24,1,0,36,9,3,8,11,1,1,0.7,3,54,113,0,1,0,0,0,1,0,0
6429,39,2,1,54,14,1,9,10,4,2,0.2,5,108,206,1,0,0,0,0,1,0,0
6430,39,0,1,8,5,6,2,8,3,3,0.2,13,103,136,1,0,0,0,0,0,1,0
6431,52,0,0,15,2,3,7,10,4,0,0.3,16,128,159,1,0,0,0,0,0,1,0
6432,55,0,0,13,4,6,8,14,5,3,0.4,24,139,181,1,0,0,0,1,0,0,0
6433,40,2,1,29,11,7,9,16,3,0,0.7,14,145,205,0,0,1,0,0,0,1,0
6434,20,1,1,46,6,0,5,5,4,0,0.6,3,82,152,0,1,0,0,0,1,0,0
6435,27,0,0,51,7,4,10,14,3,0,0.5,2,77,151,1,0,0,1,0,0,0,0
6436,41,2,0,52,9,6,2,8,2,0,0.7,19,185,261,0,0,1,0,0,0,1,0
6437,41,1,0,38,10,0,1,1,5,1,0.2,16,154,229,1,0,0,0,1,0,0,0
6438,45,1,0,46,6,0,2,2,4,3,0.6,13,116,192,1,0,0,1,0,0,0,0
6439,56,1,1,27,11,10,9,19,0,2,0.5,24,114,167,1,0,0,1,0,0,0,0
6440,59,2,1,22,5,4,4,8,2,2,0.5,12,24,66,0,1,0,0,0,1,0,0
6441,21,1,0,8,2,5,2,7,1,1,0.5,5,188,205,0,0,1,0,0,0,1,0
6442,31,0,0,13,13,4,3,7,5,3,0.2,16,147,207,0,1,0,1,0,0,0,0
6443,32,1,0,36,11,2,10,12,1,0,0.3,4,68,129,0,1,0,0,1,0,0,0
6444,41,2,0,35,6,7,9,16,3,0,0.6,18,92,148,0,0,1,0,1,0,0,0
6445,41,0,0,13,15,7,9,16,2,1,0.4,15,144,195,0,1,0,0,0,0,1,1
6446,50,0,0,19,4,10,7,17,1,2,0.2,21,25,59,0,1,0,0,0,0,1,0
6447,50,1,0,60,15,7,4,11,0,2,0.7,11,72,166,1,0,0,0,1,0,0,0
6448,22,0,0,22,3,1,4,5,0,3,0.4,12,75,109,1,0,0,0,0,0,1,0
6449,28,1,1,37,13,9,2,11,4,0,0.1,12,160,235,0,0,1,0,1,0,0,0
6450,50,1,1,49,8,0,1,1,4,2,0.3,14,153,234,0,0,1,0,1,0,0,0
6451,29,0,0,44,7,8,9,17,2,0,0.1,22,99,163,0,0,1,0,1,0,0,0
6452,60,1,0,51,11,1,3,4,3,3,0.5,7,194,282,0,1,0,0,1,0,0,0
6453,49,1,1,8,5,0,1,1,5,3,0.4,15,43,82,0,0,1,1,0,0,0,0
6454,54,2,0,49,3,10,4,14,1,3,0.4,3,54,118,0,0,1,1,0,0,0,0
6455,41,1,0,14,7,7,5,12,0,0,0.3,6,178,206,1,0,0,0,0,0,1,0
6456,49,1,1,29,12,2,3,5,1,2,0.4,12,84,144,1,0,0,0,1,0,0,0
6457,46,2,0,47,14,2,0,2,4,3,0.6,15,167,260,1,0,0,1,0,0,0,0
6458,23,1,1,14,5,9,8,17,3,3,0.7,16,177,216,0,1,0,0,0,1,0,0
6459,53,2,1,11,11,4,2,6,1,1,0.2,4,107,145,0,0,1,0,0,0,1,0
6460,39,2,1,40,11,4,9,13,5,0,0.2,6,133,210,1,0,0,0,1,0,0,0
6461,56,0,0,9,2,4,9,13,3,0,0.6,4,119,141,0,0,1,0,1,0,0,0
6462,40,2,0,43,2,10,0,10,0,0,0.2,10,56,103,1,0,0,1,0,0,0,0
6463,55,2,1,54,2,3,8,11,5,0,0.3,3,28,101,0,1,0,1,0,0,0,0
6464,54,0,0,40,15,8,10,18,2,0,0.6,15,78,154,0,1,0,0,0,1,0,0
6465,21,1,0,42,12,7,9,16,3,1,0.7,18,200,277,1,0,0,0,1,0,0,0
6466,33,0,1,15,12,7,7,14,2,0,0.2,4,52,97,0,0,1,0,0,1,0,0
6467,56,0,0,24,10,3,0,3,0,2,0.3,21,165,213,0,1,0,0,0,0,1,0
6468,41,2,0,6,13,0,9,9,5,3,0.2,24,185,238,0,1,0,0,1,0,0,0
6469,42,0,1,46,3,5,9,14,0,3,0.4,6,77,135,0,0,1,0,0,0,1,0
6470,24,1,0,35,3,5,1,6,4,1,0.3,23,163,218,0,0,1,0,0,1,0,0
6471,29,1,0,36,12,8,0,8,3,2,0.6,1,80,153,0,0,1,1,0,0,0,0
6472,37,2,0,39,11,2,3,5,0,2,0.6,12,93,158,0,0,1,0,0,1,0,0
6473,21,0,1,32,13,0,9,9,0,2,0.2,16,167,229,0,1,0,0,1,0,0,0
6474,41,2,1,25,9,6,8,14,4,0,0.6,6,21,76,0,0,1,1,0,0,0,0
6475,44,2,0,48,9,10,2,12,4,1,0.7,6,156,236,0,0,1,0,0,0,1,0
6476,60,2,1,18,15,6,4,10,0,0,0.7,13,56,104,1,0,0,1,0,0,0,0
6477,54,0,1,40,8,9,9,18,2,3,0.6,4,87,155,0,0,1,1,0,0,0,0
6478,30,2,0,55,7,4,4,8,4,3,0.8,22,25,112,0,0,1,0,0,1,0,0
6479,56,1,0,29,2,5,8,13,2,1,0.2,22,146,187,0,0,1,0,0,0,1,0
6480,58,0,1,46,9,6,0,6,2,1,0.3,22,69,141,0,1,0,0,0,1,0,0
6481,44,2,0,20,3,7,2,9,4,3,0.7,15,34,78,0,0,1,0,0,1,0,0
6482,31,0,0,60,13,3,6,9,1,0,0.5,6,133,222,0,1,0,0,0,0,1,0
6483,58,0,0,31,11,9,4,13,0,0,0.4,9,52,105,0,1,0,0,0,1,0,0
6484,27,0,0,24,13,10,8,18,2,2,0.6,14,124,184,0,1,0,0,0,1,0,0
6485,39,0,0,25,9,7,1,8,0,0,0.7,17,103,146,0,1,0,0,0,1,0,0
6486,40,1,1,39,6,1,2,3,3,2,0.5,4,59,123,0,1,0,1,0,0,0,0
6487,22,1,1,47,8,1,3,4,1,1,0.2,24,33,101,0,0,1,0,0,1,0,0
6488,37,0,0,56,15,6,4,10,4,2,0.7,11,48,150,0,0,1,0,0,0,1,0
6489,46,0,0,44,12,1,9,10,0,3,0.3,21,172,246,0,0,1,0,1,0,0,0
6490,25,1,0,25,4,2,0,2,1,2,0.7,3,167,207,1,0,0,1,0,0,0,0
6491,51,0,1,59,15,0,4,4,4,2,0.2,19,71,176,1,0,0,0,1,0,0,0
6492,35,2,1,22,15,3,5,8,5,2,0.2,13,77,148,0,1,0,1,0,0,0,0
6493,43,2,0,44,11,6,9,15,0,0,0.6,17,137,203,1,0,0,0,0,1,0,0
6494,48,1,0,55,6,4,7,11,4,2,0.5,19,91,174,0,1,0,0,1,0,0,0
6495,39,1,1,51,4,8,7,15,0,2,0.8,13,57,120,1,0,0,1,0,0,0,0
6496,33,1,1,52,14,7,5,12,3,0,0.4,4,182,271,0,1,0,1,0,0,0,0
6497,53,2,1,32,11,6,10,16,2,2,0.8,20,154,218,0,1,0,1,0,0,0,0
6498,39,2,0,35,4,10,5,15,4,0,0.8,14,179,234,1,0,0,0,0,1,0,0
6499,31,1,0,12,3,2,10,12,2,2,0.2,13,74,102,0,0,1,1,0,0,0,0
6500,27,2,1,30,14,4,10,14,3,0,0.6,3,65,132,0,0,1,0,0,0,1,0
6501,43,0,1,6,9,7,1,8,2,3,0.2,9,21,57,0,1,0,1,0,0,0,0
6502,22,2,1,38,7,7,4,11,3,3,0.5,1,90,157,1,0,0,0,0,1,0,0
6503,32,1,0,44,14,6,1,7,3,2,0.6,1,52,137,0,0,1,0,0,0,1,0
6504,25,1,0,6,11,2,2,4,4,3,0.6,3,92,138,0,0,1,0,0,0,1,0
6505,48,1,1,30,2,7,3,10,3,3,0.2,14,91,140,0,0,1,1,0,0,0,0
6506,52,1,1,55,5,0,3,3,0,2,0.7,11,197,266,0,0,1,0,1,0,0,0
6507,21,2,1,22,13,4,9,13,4,1,0.7,22,171,233,0,0,1,0,1,0,0,0
6508,50,0,0,35,11,5,10,15,4,0,0.4,9,104,173,0,1,0,0,0,1,0,0
6509,52,1,0,57,15,8,6,14,1,3,0.6,18,106,202,0,0,1,0,0,1,0,0
6510,29,1,0,53,2,10,0,10,0,3,0.4,20,63,126,1,0,0,0,1,0,0,0
6511,32,2,0,14,3,1,4,5,5,3,0.6,12,51,92,0,0,1,0,0,1,0,0
6512,41,2,1,59,5,6,8,14,0,1,0.6,9,170,241,1,0,0,0,0,0,1,0
6513,50,2,1,24,10,10,0,10,2,3,0.7,23,169,225,0,1,0,0,0,1,0,0
6514,53,0,1,47,14,10,1,11,0,2,0.6,21,100,179,0,0,1,0,1,0,0,0
6515,39,0,1,14,15,3,4,7,5,1,0.6,8,86,147,0,0,1,0,0,0,1,0
6516,40,0,1,13,6,4,6,10,5,3,0.6,18,138,184,0,1,0,0,0,0,1,0
6517,29,2,1,49,14,2,10,12,0,2,0.7,10,89,170,0,1,0,0,0,1,0,1
6518,26,0,0,50,12,8,10,18,5,0,0.5,11,45,134,0,0,1,0,1,0,0,0
6519,53,1,0,10,3,0,8,8,1,2,0.6,19,150,173,1,0,0,0,0,0,1,0
6520,28,1,1,53,4,5,6,11,5,2,0.3,11,194,274,1,0,0,0,0,0,1,0
6521,33,1,1,19,10,3,6,9,3,2,0.1,22,85,137,0,1,0,1,0,0,0,0
6522,22,2,0,53,13,4,10,14,2,3,0.5,18,125,216,0,1,0,0,1,0,0,0
6523,49,2,1,12,14,5,10,15,3,0,0.5,8,46,95,1,0,0,0,0,1,0,0
6524,44,0,1,49,6,4,9,13,4,0,0.6,14,162,235,1,0,0,0,1,0,0,0
6525,53,1,1,25,13,4,1,5,0,2,0.5,5,86,141,1,0,0,0,1,0,0,0
6526,27,2,1,26,13,2,0,2,3,0,0.2,1,33,94,1,0,0,0,1,0,0,0
6527,20,1,1,6,7,6,0,6,3,0,0.2,14,68,97,1,0,0,1,0,0,0,0
